user,text,favorite_count,retweet_count,created_at
seawatch_intl,"At least 73 people are reported drowned or missing after a shipwreck. According to IOM, the boat carrying 80 people to Europe capsized yesterday off the Libyan coast. Only seven people survived the accident, and numerous bodies washed up on the shore today. https://t.co/nvs2dFVJ7I",134,88,2023-02-15 16:43:48+00:00
seawatch_intl,"⚫ The Italian parliament has voted to convert the decree into law.
An inhuman regulation that criminalizes the activity of civil rescue ships - contradicting international law and human rights.
A propaganda law that will cause more deaths in the #Mediterranean. https://t.co/9XfhyibZvP",142,76,2023-02-15 12:53:12+00:00
seawatch_intl,You can find all our #FAQs on our website: https://t.co/ZTkETg6PLH,12,3,2023-02-15 10:22:28+00:00
seawatch_intl,"We cannot stand by and watch this happen. No person should die trying to cross borders. Therefore, #SeaWatch demands safe and legal escape routes, #SafePassage and freedom of movement for all.",24,7,2023-02-15 10:22:28+00:00
seawatch_intl,"Instead of organizing sea rescue and ensuring that lives are saved, the #EuropeanUnion continues to shield itself and lets people drown in the #Mediterranean in a calculated manner.",19,7,2023-02-15 10:22:27+00:00
seawatch_intl,"The #Mediterranean Sea is the deadliest border in the world. More than 25,000 people have died crossing it since 2014. To find protection in #Europe and claim their right to a fair asylum procedure people are forced to cross in unseaworthy boats. https://t.co/jaCU1dNlUp",85,45,2023-02-15 10:22:27+00:00
seawatch_intl,"It is good that German MPs find clear words against the 🇮🇹 decree in the appeal. However, we expect them to also adhere to their own coalition agreement. This means: sea rescue must not be blocked, illegal push- &amp; pullbacks &amp; the suffering at the external borders must be ended!",9,4,2023-02-14 17:19:15+00:00
seawatch_intl,"They ""appeal to the 🇮🇹 Parliament to consider, in the context of this vote, the legitimate concerns about the decree’s implications for human lives at sea."" - which, consequently, can only mean a rejection as the decree contradicts applicable law and will lead to more deaths. https://t.co/GeCwIJof9e",14,5,2023-02-14 17:18:51+00:00
seawatch_intl,"German MPs from all governing parties have written to the Italian Parliament.
After CoE &amp; the LIBE Committee of the European Parliament, 65 members of the German Bundestag now emphasize the unlawfulness of the Italian decree as well, which is soon to be turned into a law. https://t.co/v6vAbYnIZU",37,15,2023-02-14 17:18:07+00:00
seawatch_intl,"@soshumanity_en Each time it is the courts’ turn to reiterate what should be obvious: rescuing is not a crime!
Every criminalization attempt against sea rescue organizations is exposed for what it is: unlawful.

https://t.co/lzQYkanfhc https://t.co/iaSicTAXnH",37,11,2023-02-13 14:28:23+00:00
seawatch_intl,"The court of Catania has declared illegal the decree of the Italian government, which in November 2022 denied the disembarkation in #Italy of part of the people rescued by @soshumanity_en. https://t.co/r82OJ1ATQt",46,11,2023-02-13 14:25:46+00:00
seawatch_intl,"We’ve asked some of our crew members a couple of questions to get to know them better.
Introducing Ayla today, one of our medics: https://t.co/N4gtTbsbgs",45,9,2023-02-12 18:00:01+00:00
seawatch_intl,"On the #SeaWatch5, our shipyard crew continues to work diligently. Crew member Alice tells us how the work is organized and what is currently being built and painted. https://t.co/Y2ytIl8aLQ",42,6,2023-02-11 09:51:46+00:00
seawatch_intl,"The #EUCO agreed on further isolation, increased cooperation with third countries, full support for #Frontex, &amp; more deportations.
If the #EU wants to preserve even a shred of decency, it should finally take responsibility and focus on human rights instead of violence! https://t.co/XUvX6OeXOZ",20,8,2023-02-10 14:48:34+00:00
seawatch_intl,"The #EU governments must finally take responsibility: Provide safe &amp; legal pathways to Europe, protect human rights, ensure fair asylum procedures and organize the reception of people seeking protection in Europe in solidarity.",19,7,2023-02-09 11:19:25+00:00
seawatch_intl,"More pullbacks, pushbacks, and further militarization of #EU's external borders are a devastating path to take. Since 2016, the #EU has been pursuing a brutal policy of sealing off, which has not solved any of the problems - only increasing the suffering of people on the move.",20,7,2023-02-09 11:19:24+00:00
seawatch_intl,"In the future, the #EU plans to openly cooperate with the so-called Libyan Coast Guard in intercepting people at sea and returning them forcefully back to #Libya. Over 59 million Euros are now on the table to fund illegal and violent #pullbacks.",16,6,2023-02-09 11:19:24+00:00
seawatch_intl,"Today (once again) an #EU special summit on migration takes place. The presidency of the far-right Sweden Democrats will try to push an anti-human rights agenda.

Ursula @Vonderleyen's EU continues to rely on violence, human rights abuses and deterrence:",48,19,2023-02-09 11:19:24+00:00
seawatch_intl,"Since 2017, we have been supporting the civil fleet in the central #Mediterranean with our aircraft. Documenting human rights violations is also part of the tasks of our Airborne crew.

Support our work with your donation or become a supporting member: https://t.co/AtYsXeYuHb https://t.co/jJHxAhDx0r",36,12,2023-02-08 14:00:02+00:00
seawatch_intl,"The occasion is the massacre in #Ceuta, where at least 15 people were shot dead on Tarajal beach on 06.02.2014. Too many people have lost their lives to due to Europe's deadly and racist border regime. 

The fight for #freedomofmovement continues. https://t.co/uafTufGfpO",18,10,2023-02-07 14:18:24+00:00
seawatch_intl,"In memory of all the dead, missing and disappeared at Europe's borders, activists gathered in many places yesterday. Also on Lampedusa, where last week alone 12 dead people were found after trying to flee across the Mediterranean. #CommemorAction https://t.co/sZJC0E0LIX",124,44,2023-02-07 14:18:23+00:00
seawatch_intl,"Following a protest of the Council of Europe and criticism of @Amnesty on the legality of the Italian decree, @MSF_Sea has now also lodged an appeal against the newly established practice of assigning distant ports for civil rescue ships by 🇮🇹 authorities. Well done! https://t.co/Y83o0OSsIY",28,16,2023-02-07 13:58:51+00:00
seawatch_intl,"This persecution attempt is beyond words. We stand in solidarity with M.M. and all other people on the move being criminalized. #DropTheCharges 
Sign the petition: https://t.co/AkDzYwC1Ly https://t.co/6gV5yko7py",11,8,2023-02-07 11:33:57+00:00
seawatch_intl,"More patrol boats for the so-called Libyan Coast Guard will not help- but will only lead to more #deaths, illegal #pullbacks and tragedies on the #Mediterranean.",20,8,2023-02-06 15:24:23+00:00
seawatch_intl,"Last Thursday #Seabird found a boat that had been at sea for six days &amp; #SeaEye4 was able to take the survivors on board in a dramatic rescue. Sadly, two people could only be recovered dead. Another 2 persons had to be evacuated by helicopter, and one died in the hospital. https://t.co/SZVOGvaiNN",35,14,2023-02-06 15:24:22+00:00
seawatch_intl,"In the last few days alone, 12 bodies have arrived on #Lampedusa, and two more people are missing. One woman arrived in Lampedusa clinging to a life ring, possibly the only survivor of a #shipwreck.",27,15,2023-02-06 15:24:21+00:00
seawatch_intl,"Today in Adria, the 🇮🇹 government hands over a new patrol boat to #Libya to expand violent and illegal pullbacks in the Mediterranean. For the first time, in a public ceremony with representatives of the #EU.

Meanwhile, people continue to die at sea. https://t.co/uXoMhdtsyS",159,92,2023-02-06 15:24:21+00:00
seawatch_intl,"Today #CommemorAction events in Berlin and many other cities take place. To commemorate all the dead, the missing and disapperad at sea and land borders.

Let's commemorate all the people who have lost their lifes at the deadly and racist European border regime. https://t.co/hxxMm9iosL",37,14,2023-02-06 13:47:43+00:00
seawatch_intl,"After more than 10 months, we are flying again in the Libyan search and rescue zone. Within one week, we could observe illegal pullbacks by the so-called Libyan Coast Guard, and support several NGOs in their rescue operations with valuable information. https://t.co/R7x0BDozb5",62,11,2023-02-04 19:45:11+00:00
seawatch_intl,"We’ve asked some of our crew members a couple of questions to get to know them better.

Introducing Sascha today, one of our engineers: https://t.co/Tq590HPeWN",51,10,2023-02-04 16:08:24+00:00
seawatch_intl,"We are very excited that the #SeaWatch5 is taking her new shape as a rescue ship, and we are working hard to bring her to the Mediterranean Sea as soon as possible!

Support us now with a donation and help us finish the #SeaWatch5: https://t.co/HlelUynAoj https://t.co/frrzMFF9AF",28,8,2023-02-03 17:53:07+00:00
seawatch_intl,The #SeaWatch5 has been in the shipyard in Flensburg since December. Numerous volunteers are converting her into a ready-to-rescue state. Up to 40 people are simultaneously working on the ship at different construction sites. A rescue ship in the making: https://t.co/btItHXXGTz https://t.co/NRbzOc41Ee,48,10,2023-02-03 17:52:38+00:00
seawatch_intl,"Significant critique of Italy's new decree on civil sea rescue by @amnesty!

The Ital. Government must stop the practice of ""distant ports"" and further obstructions of civil sea rescue as well as withdraw the decree law:
https://t.co/rGEybnTqxv",20,11,2023-02-02 16:23:57+00:00
seawatch_intl,"The condemnation of the Council of Europe must now be followed by a strong reaction of the @EU_Commission, of the @Europarl_EN, the European Member States and #EU institutions.

We also call on the Italian government to withdraw its decree immediately!

https://t.co/fsZomNfCSk",24,12,2023-02-02 14:18:55+00:00
seawatch_intl,"The EU Commissioner for Human Rights also noted that assigning ever-more distant ports to civil rescue ships ""prolongs the suffering of people saved at sea and unduly delays the provision of adequate assistance to meet their basic needs.""",16,10,2023-02-02 14:18:55+00:00
seawatch_intl,"In a clear letter of protest the Council of Europe calls upon the Italian government and Interior Minister #Piantedosi to scrap the decree. It violates international maritime law, human rights, and European law: https://t.co/1vTaVfkUIs",27,12,2023-02-02 14:18:54+00:00
seawatch_intl,"The new Italian decree by the far-right government of Giorgia #Meloni not only hinders the rescue of people from distress at sea and will lead to more deaths; it is also illegal.

Now also the Council of Europe urges Italy to withdraw the decree: https://t.co/2R0BKeLuno",102,42,2023-02-02 14:18:53+00:00
seawatch_intl,"The weather over the central Mediterranean has been very bad for the last few days. While our aircrew remained on the ground, @alarm_phone was informed of seven boats that had departed from Tunisia. Three of the boats are still missing. https://t.co/ZKN2Ar7R8B https://t.co/pDyd1ue3Vu",23,16,2023-02-01 17:00:29+00:00
seawatch_intl,"The Safe Passage Foundation has some open positions. They are looking for a Project Manager and a Fundraiser.

The application deadline is 5.2.

https://t.co/usFtY6ALXk",5,3,2023-02-01 12:08:20+00:00
seawatch_intl,"Return them to the Libyan camps from which they are fleeing torture, starvation, human rights abuses, and death.

Instead of more violence, we need safe and legal entry routes.
The agreements between #Italy and #Libya must be ended immediately!",23,7,2023-01-30 14:15:42+00:00
seawatch_intl,"So, once again, the Italian government is preparing to finance, train &amp; support dubious militias that are often criminal &amp; allied with human traffickers. The common goal: to illegally intercept people fleeing across the #Mediterranean and keep them away from #Italy &amp; #Europe.",24,7,2023-01-30 14:15:27+00:00
seawatch_intl,"A few days ago, Italian Prime Minister Giorgia #Meloni flew to #Libya for a meeting to discuss agreements in the areas of gas, economy, and migration.
At the meeting, Meloni said she wanted to strengthen the so-called Libyan Coast Guard further. https://t.co/bP2gSGziPR",103,49,2023-01-30 14:15:19+00:00
seawatch_intl,"On Jan 27, 1945, the Red Army liberated #Auschwitz &amp; revealed the horrors of the concentration camp to the world.

Today, it’s on all of us to keep the memory alive. Not to look away when injustice happens but to fight against it.

To remember means to act #NeverAgain https://t.co/2CHKWy0Xlu",57,23,2023-01-27 17:34:53+00:00
seawatch_intl,"Today we remember the Shoah and all victims of National Socialism. To remember means fighting so that such crimes can never happen again. Do something - against the Nazis, antisemites, racists, and queer enemies of today. #NeverForget #NeverForgive #WeRemember https://t.co/o4XXf0AtNP",51,13,2023-01-27 10:14:31+00:00
seawatch_intl,"The cowardly goal is to keep civil rescue ships out of the search and rescue zone for as long as possible - accepting further deaths in the #Mediterranean.

We stand in solidarity with the 237 rescued people and with the crew of #GeoBarents!",20,6,2023-01-26 18:38:47+00:00
seawatch_intl,"Recently, numerous civil rescue ships have had to head for ports far away. By systematically refusing to assign a nearby port of safety, Italy is unnecessarily prolonging the suffering of rescued people and disregarding international laws.",19,6,2023-01-26 18:38:46+00:00
seawatch_intl,Once again it's the Italian government violating international law: the relevant authorities have assigned La Spezia as a disembarkation port to the #GeoBarents and the 237 rescued people on board - 100 hours away from the rescue ship's current location. https://t.co/Y5DYpIGNFN,33,12,2023-01-26 18:38:45+00:00
seawatch_intl,"With the support of #Seabird2, the #GeoBarents was able to rescue 69 people on Tuesday. Yesterday, the crew of @MSF_Sea rushed to the aid of two other distress calls from @alarm_phone in their vicinity - fulfilling the duty to render assistance at sea. https://t.co/sYUkoj2rHv",68,21,2023-01-26 18:38:45+00:00
seawatch_intl,"Yesterday again, two things became evident:

1. Cooperation of the civil fleet on the #Mediterranean saves lives.

2. The so-called Libyan Coast Guard, co-financed by the European Union, is trying to prevent this and puts lives at risk.",6,3,2023-01-26 16:15:43+00:00
seawatch_intl,"The second boat we found was fortunately rescued by the #GeoBarents, which was already on its way north.

https://t.co/A6QX3aNkoc",8,5,2023-01-26 16:15:42+00:00
seawatch_intl,"The condition of the inflatable boat was catastrophic. The people had to be evacuated immediately.

Nevertheless, the so-called Libyan Coast Guard tried to prevent a rescue and put the crew of the #OceanViking and the people to be rescued at risk by dangerous maneuvers. https://t.co/mpz2728obQ",11,3,2023-01-26 16:15:41+00:00
seawatch_intl,"Our #Seabird2 was also in operation yesterday and was able to sight two boats in urgent need of rescue. Both gave a distress call to @alarm_phone before.

For four people, any help by @SOSMedIntl came too late. They fell into the water before the rescue boats arrived and drowned. https://t.co/MRvoGX3ywd https://t.co/yiENqQTdXI",18,8,2023-01-26 16:15:40+00:00
seawatch_intl,"Why are you here? “Because people die,” says Megges, who is helping to rebuild #SeaWatch5.

It will take some time before our new ship can set off for her first operation. Until then, in this series, you can experience 90 seconds of everyday life on the Sea-Watch 5 in Flensburg. https://t.co/l3XA9AlzvF",38,10,2023-01-25 18:00:31+00:00
seawatch_intl,"We’ve asked some of our crew members a couple of questions to get to know them better.
Introducing Isabell today, one of our Guest Coordinators: https://t.co/DWhUzlKzrZ",37,11,2023-01-25 14:00:35+00:00
seawatch_intl,"@MSF_Sea Footage by @MSF_Sea shows the aggressiveness of the so-called Libyan Coast Guard during a pullback. When #GeoBarents pointed out a person in the water, they were threatened &amp; insulted.
Again, people were illegally returned to Libya, where they face torture, exploitation, &amp; death. https://t.co/Nbsdbuskiv",22,11,2023-01-24 18:26:57+00:00
seawatch_intl,"@MSF_Sea Over the radio, we witnessed other illegal interceptions, with an Italian Air Force aircraft in the vicinity. https://t.co/qRkMerw6CH",22,11,2023-01-24 18:26:08+00:00
seawatch_intl,"We are happy to be back in the air, but our first flight was no reason to celebrate:

Of the three boats we spotted, we could only support the rescue of one of them by @MSF_Sea. The other boats were intercepted by the so-called Libyan Coast Guard. https://t.co/hPUuIXGt7C",100,35,2023-01-24 18:25:33+00:00
seawatch_intl,"Our aerial reconnaissance over the central #Mediterranean is essential. It needs a civilian eye over the place where so much else goes down.
We are flying again and will continue to do. #AintNoBorderHighEnough",14,4,2023-01-24 14:36:03+00:00
seawatch_intl,A time in which the so-called Libyan Coast Guard and other militias brutally abducted people back to #Libya unseen. A time in which human rights abuses and distress cases went undocumented.,17,4,2023-01-24 14:35:54+00:00
seawatch_intl,"After months of unlawful blockade, the #Seabird2 took off again today. Our crew left early in the morning for a flight that hadn't happened like this since March 2022. We could not fly in the Libyan search and rescue zone for almost a year. https://t.co/sQLjCGKSJi",125,27,2023-01-24 14:35:33+00:00
seawatch_intl,"We urgently need electricians (f/m/d) for work on the #Aurora and our new #SeaWatch5.

Apply now at: https://t.co/3QLlROrq8H https://t.co/8zUStosSIz",12,7,2023-01-24 11:16:51+00:00
